LLR_ID,MLRA_ID,id,distance_m,intersection_m2,in_march_build,in_today_build
G,69,1673-261d,0,49.790128231048584,TRUE,TRUE
G,69,1673-26e6,0,4102.600753746927,TRUE,TRUE
G,69,1673-30e,0,4499.592236444354,TRUE,TRUE
G,69,1673-823,0,113.31131594441831,TRUE,TRUE
G,69,1673-f8a,0,2692.8770502209663,TRUE,TRUE
G,69,1674-1df7,0,195.08011775556952,TRUE,TRUE
G,69,1674-24ea,0,1883.659143075347,TRUE,TRUE
G,69,1675-108b,0,4275.272353440523,TRUE,TRUE
G,69,1675-1c33,0,1959.1919897198677,TRUE,TRUE
G,69,1675-258d,0,636.4934689309448,TRUE,TRUE
G,69,1675-25f0,0,4.035156068741344,TRUE,TRUE
G,69,1675-26ad,4.083141611345309,0,FALSE,FALSE
G,69,1675-535,0,36.87640520557761,TRUE,TRUE
G,69,1675-982,0,2724.8488716334105,TRUE,TRUE
G,69,1739-186,0,4.8321003635646775,TRUE,TRUE
G,69,1739-253,0,4199.59656663239,TRUE,TRUE
G,69,1739-2af,0,2003.6592155210674,TRUE,TRUE
G,69,1739-5c8,0,437.64577878266573,TRUE,TRUE
G,69,1739-61e,0,508.90224100090563,TRUE,TRUE
G,69,1739-62a,0,0.5715251579531468,TRUE,TRUE
G,69,1739-683,0,814.0586184449494,TRUE,TRUE
G,69,1740-220,0,1241.239777635783,TRUE,TRUE
G,70,1742-2479,0,320.3400202053599,TRUE,TRUE
G,70,1742-2611,0,64.06464224867523,TRUE,TRUE
G,70,1742-2675,0,2.286568459821865,TRUE,TRUE
G,70,1807-14b4,0,64.52233645319939,TRUE,TRUE
G,70,1808-106c,0,1396.9913194775581,TRUE,TRUE
G,70,1808-1074,0,1275.9859339408576,TRUE,TRUE
G,70,1808-10d7,9.297221574942247,0,FALSE,FALSE
G,70,1808-10ef,0,2049.138063572347,TRUE,TRUE
G,70,1808-113a,0,4949.719992954284,TRUE,TRUE
G,70,1808-125f,9.431978760920948,0,FALSE,FALSE
G,70,1808-1264,0,2335.828900884837,TRUE,TRUE
G,70,1808-132b,0,63.4080111309886,TRUE,TRUE
G,70,1808-13f2,0,4.3386110386345536,TRUE,TRUE
G,70,1808-1416,0,2680.6805509254336,TRUE,TRUE
G,70,1808-14d,0,3309.5435958728194,TRUE,TRUE
G,70,1808-15c9,0,502.02590398676693,TRUE,TRUE
G,70,1808-15e4,0,363.9709086045623,TRUE,TRUE
G,70,1808-1647,0,2293.1203199997544,TRUE,TRUE
G,70,1808-1738,0,2567.4328207671642,TRUE,TRUE
G,70,1808-18e8,0,3225.122272014618,TRUE,TRUE
G,70,1808-1a54,0,150.83631413429976,TRUE,TRUE
G,70,1808-1ec8,0,3807.2820472568274,TRUE,TRUE
G,70,1808-1fd2,2.346742142579139,0,FALSE,FALSE
G,70,1808-24e7,0,1444.640109911561,TRUE,TRUE
G,70,1808-269a,0,2145.3362722322345,TRUE,TRUE
G,70,1808-2dc,0,2999.507834739983,TRUE,TRUE
G,70,1808-8bf,5.6054784936733,0,FALSE,FALSE
G,70,1808-bc4,0,2038.569249998778,TRUE,TRUE
G,70,1808-dfb,3.870204086088648,0,FALSE,FALSE
G,70,1808-e4e,0,46.94266977533698,TRUE,TRUE
G,70,1808-f5c,0,4899.13060297817,TRUE,TRUE
G,70,1808-fb0,0,635.9314764449373,TRUE,TRUE
G,70,1874-103d,0,1004.9848554320633,TRUE,TRUE
G,70,1874-1235,0,4982.544734593481,TRUE,TRUE
G,70,1874-12b7,0,817.4908613762818,TRUE,TRUE
G,70,1874-1568,0,2387.20167298615,TRUE,TRUE
G,70,1874-15d3,0,9.52649260131875,TRUE,TRUE
G,70,1874-601,0,649.7759791575372,TRUE,TRUE
G,70,1874-6cb,6.3454918598979475,0,FALSE,FALSE
G,70,1874-730,0,377.7388733495027,TRUE,TRUE
G,70,1874-ccd,0,77.27300268039107,TRUE,TRUE
G,70,1874-d94,0,4231.746268004179,TRUE,TRUE
G,70,1875-1073,0,144.61002054810524,TRUE,TRUE
G,70,1875-116f,0,2691.2737165912986,TRUE,TRUE
G,70,1875-11a6,0,2853.833369055763,TRUE,TRUE
G,70,1875-1293,0,711.5739944344386,TRUE,TRUE
G,70,1875-1299,0,2727.388806812465,TRUE,TRUE
G,70,1875-12e9,0,134.74709429498762,TRUE,TRUE
G,70,1875-134b,0,253.0335448384285,TRUE,TRUE
G,70,1875-1410,0,848.6375107243657,TRUE,TRUE
G,70,1875-16ac,9.25625623610023,0,FALSE,FALSE
G,70,1875-1787,0,3389.7851454243064,TRUE,TRUE
G,70,1875-ce7,2.805521824439852,0,FALSE,FALSE
G,70,1875-d1b,9.938407030488307,0,FALSE,FALSE
G,70,1875-d82,3.798529113972846,0,FALSE,FALSE
G,70,1875-dd4,0,1250.1721508773044,TRUE,TRUE
G,70,1875-de7,0,618.5580097865313,TRUE,TRUE
G,70,1875-e11,0,3469.65710888803,TRUE,TRUE
G,70,1875-fbd,3.979594399770243,0,FALSE,FALSE
G,71,1676-20bb,0,3180.295793555677,TRUE,TRUE
G,71,1676-2108,0,2187.6275370419025,TRUE,TRUE
G,71,1676-22f3,0,1457.889887208119,TRUE,TRUE
G,71,1676-23da,0,3006.4260904937983,TRUE,TRUE
G,71,1676-24df,0,3519.719030275941,TRUE,TRUE
G,71,1676-2590,0,3413.657245464623,TRUE,TRUE
G,71,1676-2657,0,1989.8002224378288,TRUE,TRUE
G,71,1741-157a,0,1289.5003902614117,TRUE,TRUE
G,71,1742-1112,0,3378.05900990963,TRUE,TRUE
G,71,1742-129b,0,469.73970721662045,TRUE,TRUE
G,71,1742-14e7,0,1005.2213952951133,TRUE,TRUE
G,71,1742-15ae,0,3147.9575625658035,TRUE,TRUE
G,71,1742-18cb,0,3563.3314310759306,TRUE,TRUE
G,71,1742-1904,0,1089.8647767361253,TRUE,TRUE
G,71,1742-192f,0,0.2727749799378216,TRUE,TRUE
G,71,1742-19c,0,9.91728889499791,TRUE,TRUE
G,71,1742-1a34,0,1535.0664574615657,TRUE,TRUE
G,71,1742-1a99,0,1055.9676740542054,TRUE,TRUE
G,71,1742-1cb7,0,455.5208068266511,TRUE,TRUE
G,71,1742-2421,9.077839306561671,0,FALSE,FALSE
G,71,1742-2523,0,1261.3874191846699,TRUE,TRUE
G,71,1742-2525,6.024131996509374,0,FALSE,FALSE
G,71,1742-263,9.503910205438546,0,FALSE,FALSE
G,71,1742-51b,0,52.837632422335446,TRUE,TRUE
G,71,1742-b5,0,822.5355582195334,TRUE,TRUE
G,71,1742-d5,0,287.93024415150285,TRUE,TRUE
G,71,1742-dfb,0,2973.3937426432967,TRUE,TRUE
G,71,1742-e,0,947.8912220001221,TRUE,TRUE
G,71,1808-714,0,4499.379640743136,TRUE,TRUE
G,71,1808-725,0,2195.735847186297,TRUE,TRUE
G,71,1808-83e,0.29160125290706523,0,FALSE,FALSE
G,71,1808-a2f,0,14.287938668392599,TRUE,TRUE
G,71,1808-a39,0,348.40585976466537,TRUE,TRUE
G,71,1808-af6,0,1171.1483626514673,TRUE,TRUE
G,71,1808-bbd,0,1197.168167423457,TRUE,TRUE
G,71,1808-c8c,0,198.57229876797646,TRUE,TRUE
G,71,1808-d52,0,141.95657611917704,TRUE,TRUE
G,72,1543-1249,0,1761.99709321931,TRUE,TRUE
G,72,1543-1439,0,1645.586000252515,TRUE,TRUE
G,72,1543-14db,0,30.27864313777536,TRUE,TRUE
G,72,1543-154b,0,7.301892788498662,TRUE,TRUE
G,72,1543-15b3,0,3471.011368362233,TRUE,TRUE
G,72,1543-1683,0,3236.2972473907284,TRUE,TRUE
G,72,1543-1804,0,814.596014585346,TRUE,TRUE
G,72,1543-bb3,0,986.8726027905941,TRUE,TRUE
G,72,1544-1255,8.317600744148807,0,FALSE,FALSE
G,72,1544-13db,0,2010.8069845736027,TRUE,TRUE
G,72,1544-1b4e,0,42.33932920033112,TRUE,TRUE
G,72,1544-212b,0,1183.3948948420584,TRUE,TRUE
G,72,1544-24be,4.645151990795811,0,FALSE,FALSE
G,72,1544-256b,0,2308.4170730747283,TRUE,TRUE
G,72,1544-25b0,0,116.866804279387,TRUE,TRUE
G,72,1544-41f,0,498.76404598355293,TRUE,TRUE
G,72,1544-67c,0,35.1526811667718,TRUE,TRUE
G,72,1544-853,0,2.616654259385541,TRUE,TRUE
G,72,1544-876,0,4309.135294906795,TRUE,TRUE
G,72,1544-908,0,4090.409890588373,TRUE,TRUE
G,72,1544-97b,0,6.548718311707489,TRUE,TRUE
G,72,1544-a39,0,419.2435312671587,TRUE,TRUE
G,72,1544-a3e,0,3820.4700609315187,TRUE,TRUE
G,72,1544-a7c,0,8.481216987827793,TRUE,TRUE
G,72,1544-e71,0,470.42889173701406,TRUE,TRUE
G,72,1609-1567,0,1279.4421975202858,TRUE,TRUE
G,72,1609-180a,0,2785.790989842266,TRUE,TRUE
G,72,1609-186c,0,4199.716501180083,TRUE,TRUE
G,72,1609-18cb,0,9.02997727820184,TRUE,TRUE
G,72,1609-2049,0,1516.6058183275163,TRUE,TRUE
G,72,1609-55f,0,264.08959310874343,TRUE,TRUE
G,72,1609-7b6,0,20.3132919697091,TRUE,TRUE
G,72,1609-cc7,4.466849489575107,0,FALSE,FALSE
G,72,1609-e56,0,3987.879142202437,TRUE,TRUE
G,72,1610-1490,0,2763.0240208804607,TRUE,TRUE
G,72,1610-1c3,0,954.2117616944015,TRUE,TRUE
G,72,1610-1d89,0,946.4343547262251,TRUE,TRUE
G,72,1610-2,0,521.8355506397784,TRUE,TRUE
G,72,1610-2042,0,88.74332035891712,TRUE,TRUE
G,72,1610-2488,0,132.21034315694124,TRUE,TRUE
G,72,1610-4e6,0,2597.9553148299456,TRUE,TRUE
G,72,1610-81a,0,3729.5340864080936,TRUE,TRUE
G,72,1610-936,0,305.02279028110206,TRUE,TRUE
G,72,1610-eb2,0,110.7469167150557,TRUE,TRUE
G,72,1611-18c5,0,178.76992947794497,TRUE,TRUE
G,72,1611-1eaf,0,1111.7880134750158,TRUE,TRUE
G,72,1611-209f,0,3.5490860933205113,TRUE,TRUE
G,72,1611-2102,0,3673.0509965978563,TRUE,TRUE
G,72,1611-b02,0,2089.516445416957,TRUE,TRUE
G,72,1675-12b5,0,2787.877055760473,TRUE,TRUE
G,72,1675-13bc,0,3228.3217786327004,TRUE,TRUE
G,72,1675-14d8,4.641738131538629,0,FALSE,FALSE
G,72,1675-14ec,0,3514.7450192682445,TRUE,TRUE
G,72,1675-161e,0,100.92174899019301,TRUE,TRUE
G,72,1675-192c,1.164514921460394,0,FALSE,FALSE
G,72,1675-1c6c,0,2713.532250314951,TRUE,TRUE
G,72,1675-1c75,0,249.2731723091565,TRUE,TRUE
G,72,1675-1d2c,1.3395034424391694,0,FALSE,FALSE
G,72,1675-1d40,0,4634.971267908812,TRUE,TRUE
G,72,1675-257d,0,3115.685331657529,TRUE,TRUE
G,72,1675-598,2.6037859414345097,0,FALSE,FALSE
G,72,1675-98a,0,2150.6521835029125,TRUE,TRUE
G,72,1675-b7f,0.3712623578815557,0,TRUE,FALSE
G,72,1675-f9a,4.060913993311046,0,FALSE,FALSE
G,72,1676-112b,0,1760.7424981705844,TRUE,TRUE
G,72,1676-15d3,0,1301.8047089502215,TRUE,TRUE
G,72,1676-175d,0,977.4210165124387,TRUE,TRUE
G,72,1676-1dfa,0,1729.5827853064984,TRUE,TRUE
G,72,1676-21cf,0,3654.27635044232,TRUE,TRUE
G,72,1676-2609,0,1923.5010449718684,TRUE,TRUE
G,72,1676-8af,0,2120.953767531915,TRUE,TRUE
G,72,1676-afe,0,909.0276685189456,TRUE,TRUE
G,72,1677-1b2,0,3671.8657250013202,TRUE,TRUE
G,72,1677-455,0,981.2194638215005,TRUE,TRUE
G,72,1677-481,0,2237.128002677113,TRUE,TRUE
G,72,1677-617,0,2092.265563333407,TRUE,TRUE
G,72,1677-646,0,21.60082368692383,TRUE,TRUE
G,72,1677-70d,0,4586.4316566213965,TRUE,TRUE
G,72,1677-a4,0.8600891530377234,0,FALSE,FALSE
G,72,1742-201,2.804967251627289,0,FALSE,FALSE
G,72,1742-2c8,0,113.85235622990876,TRUE,TRUE
G,73,1675-1475,0,24.110961779020727,TRUE,TRUE
G,73,1675-18c9,0,1.902653822908178,TRUE,TRUE
G,73,1675-1aa4,0,1395.8902230374515,TRUE,TRUE
G,73,1675-1b75,0,3628.9030366428196,TRUE,TRUE
G,73,1675-1c78,0,237.76977096684277,TRUE,TRUE
G,73,1675-1cc9,0,14.170922000193968,TRUE,TRUE
G,73,1675-1d08,0,804.4404103271663,TRUE,TRUE
G,73,1675-1f9c,0,604.0847635753453,TRUE,TRUE
G,73,1675-24e1,0,1197.8766550384462,TRUE,TRUE
G,73,1741-1002,0,3213.2287527546287,TRUE,TRUE
G,73,1741-1165,6.302780170321352,0,FALSE,FALSE
G,73,1741-129a,0,247.59005872998387,TRUE,TRUE
G,73,1741-1300,0,967.2471399977803,TRUE,TRUE
G,73,1741-15cd,0,18.462044897372834,TRUE,TRUE
G,73,1741-540,0,3888.799082249403,TRUE,TRUE
G,73,1741-959,0,2443.979821294546,TRUE,TRUE
G,73,1741-f3,1.2970537660084802,0,FALSE,FALSE
G,73,1742-580,6.955512827503884,0,FALSE,FALSE
G,73,1805-11f2,2.0054978224833735,0,FALSE,FALSE
G,73,1805-16fa,0,1639.8326251134276,TRUE,TRUE
G,73,1805-1b8c,0,600.4497828688473,TRUE,TRUE
G,73,1805-20f6,0,451.51055405288935,TRUE,TRUE
G,73,1805-2541,4.26325845452747,0,FALSE,FALSE
G,73,1806-10e6,0,1736.9782935380936,TRUE,TRUE
G,73,1806-133f,2.563508390235203,0,FALSE,FALSE
G,73,1806-1728,0,3038.4727940112352,TRUE,TRUE
G,73,1806-2023,0,447.5873798802495,TRUE,TRUE
G,73,1806-ef0,0,27.237773292232305,TRUE,TRUE
G,73,1871-1b6,0,102.7849263548851,TRUE,TRUE
G,73,1871-314,1.720247261011137,0,FALSE,FALSE
G,73,1871-373,4.147948722092869,0,FALSE,FALSE
G,73,1871-3cf,0,2163.539554545656,TRUE,TRUE
G,73,1872-10,0,2720.9659254029393,TRUE,TRUE
G,73,1872-191,0,4501.23124942556,TRUE,TRUE
G,73,1872-d2,0,1.5030091727385297,TRUE,TRUE
G,74,1544-1ca4,0,1286.8092772010714,TRUE,TRUE
G,74,1544-1ca9,0,311.9425390576944,TRUE,TRUE
G,74,1544-1d63,0,4668.055590992793,TRUE,TRUE
G,74,1544-1dc4,0,4061.488215044141,TRUE,TRUE
G,74,1544-2097,0,1181.2453129589558,TRUE,TRUE
G,74,1544-2459,0,22.306325558107346,TRUE,TRUE
G,74,1544-2472,0,1652.1036626808345,TRUE,TRUE
G,74,1544-24d5,0,3157.584516365081,TRUE,TRUE
G,74,1544-2538,0,1452.0722490046173,TRUE,TRUE
G,74,1544-254d,8.746914129240961,0,FALSE,FALSE
G,74,1544-260c,0,1076.6281099170446,TRUE,TRUE
G,74,1609-1183,0,1464.7446575537324,TRUE,TRUE
G,74,1609-12ad,0,3573.5842581167817,TRUE,TRUE
G,74,1609-17bb,0,1358.7219725809991,TRUE,TRUE
G,74,1609-1d2c,0,343.1961298584938,TRUE,TRUE
G,74,1609-1e04,8.749643026877619,0,FALSE,FALSE
G,74,1609-229c,0,1133.5027206800878,TRUE,TRUE
G,74,1609-2436,0,1360.9951908662915,TRUE,TRUE
G,74,1609-4ab,0,2704.979111894965,TRUE,TRUE
G,74,1609-9bb,0,2434.422628097236,TRUE,TRUE
G,74,1609-e0e,6.315135784155198,0,FALSE,FALSE
G,74,1609-e68,0,3791.418537825346,TRUE,TRUE
G,74,1609-f2f,0,2347.1812453977764,TRUE,TRUE
G,74,1610-11cf,0,48.35759522859007,TRUE,TRUE
G,74,1610-1cc3,0,1297.1960658431053,TRUE,TRUE
G,74,1610-1d83,0,2153.2041489630938,TRUE,TRUE
G,74,1610-203c,0,219.8672458138317,TRUE,TRUE
G,74,1610-20a7,8.20036609476083,0,FALSE,FALSE
G,74,1610-6aa,0,26.479787449352443,TRUE,TRUE
G,74,1610-9f9,0,2162.67389992252,TRUE,TRUE
G,74,1610-a00,0,318.5658253096044,TRUE,TRUE
G,74,1610-bef,0,3053.0988212153316,TRUE,TRUE
G,74,1610-d1c,0,669.6141511872411,TRUE,TRUE
G,74,1610-e49,2.7378994816206332,0,FALSE,FALSE
G,74,1610-e4f,6.945338746901844,0,FALSE,FALSE
G,74,1675-10b9,0,81.29326730966568,TRUE,TRUE
G,74,1675-1129,0,4641.931855596602,TRUE,TRUE
G,74,1675-15b6,0,172.83302710345015,TRUE,TRUE
G,74,1675-15cf,0,963.1197270005941,TRUE,TRUE
G,74,1675-1681,9.772298295879478,0,FALSE,FALSE
G,74,1675-16f7,0,202.73619483597577,TRUE,TRUE
G,74,1675-1759,0,3342.2290735393763,TRUE,TRUE
G,74,1675-69a,0,134.05508941132575,TRUE,TRUE
G,74,1675-a1a,0,274.50636831671,TRUE,TRUE
G,74,1675-be2,0,0.36836179508827627,FALSE,TRUE
G,74,1675-d73,0,639.0334117077291,TRUE,TRUE
G,74,1675-f24,0,3838.546745941043,TRUE,TRUE
G,74,1675-fff,0,17.348465408198535,TRUE,TRUE
G,74,1676-14d,0,834.4320437414572,TRUE,TRUE
G,74,1676-1be,0,2483.553095392883,TRUE,TRUE
G,74,1676-27,0,5.926234159967862,TRUE,TRUE
G,74,1676-977,0,1099.0461795311421,TRUE,TRUE
G,74,1676-a3d,0,3690.9262724779546,TRUE,TRUE
G,75,1544-2536,0,1259.1048920433968,TRUE,TRUE
G,75,1544-2672,0,1686.6511457264423,TRUE,TRUE
G,75,1609-1d9f,0,89.49977539945394,TRUE,TRUE
G,75,1609-da9,0,71.96719539817423,TRUE,TRUE
G,75,1610-116c,4.186566901812075,0,FALSE,FALSE
G,75,1610-2168,0,4183.49326185137,TRUE,TRUE
G,75,1610-23bd,0,945.6921749189496,TRUE,TRUE
G,75,1610-4e1,0,1057.8372321277857,TRUE,TRUE
G,75,1610-645,4.963427839337205,0,FALSE,FALSE
G,75,1610-76f,0,965.2216812260449,TRUE,TRUE
G,75,1610-de6,0,12.257321254350245,TRUE,TRUE
G,75,1675-10b5,0,4915.744330376387,TRUE,TRUE
G,75,1675-111e,7.72621759150516,0,FALSE,FALSE
G,75,1675-63e,0,1766.9918660512194,TRUE,TRUE
G,75,1675-69d,0,2254.226218463853,TRUE,TRUE
G,75,1675-9a0,0,983.7286001257598,TRUE,TRUE
G,75,1675-a7f,4.621978757837019,0,FALSE,FALSE
G,75,1675-d3a,0,2265.0405595451593,TRUE,TRUE
G,75,1675-d90,0,317.5732656903565,TRUE,TRUE
G,75,1675-e65,0,3253.759556181729,TRUE,TRUE
G,75,1676-337,0,1072.911233106628,TRUE,TRUE
G,75,1676-8c,2.2849113260672302,0,FALSE,FALSE
G,76,1546-2363,4.195354844294404,0,FALSE,FALSE
G,76,1546-25bd,0,2952.2178594581783,TRUE,TRUE
G,76,1546-266d,0,1.1434532055282034,TRUE,TRUE
G,76,1546-26eb,0,375.3385967537761,TRUE,TRUE
G,76,1611-1928,5.376582864629916,0,FALSE,FALSE
G,76,1611-1d76,0,4856.572270333767,TRUE,TRUE
G,76,1611-1fdf,0,2988.072558917105,TRUE,TRUE
G,76,1611-2104,1.880662121078642,0,FALSE,FALSE
G,76,1611-4b0,0,2929.111680742353,TRUE,TRUE
G,76,1611-69f,0,1601.3088307026774,TRUE,TRUE
G,76,1611-c17,0,652.6962456852198,TRUE,TRUE
G,76,1611-c5e,0,44.771076269913465,TRUE,TRUE
G,76,1611-ccf,0,1090.600661303848,TRUE,TRUE
G,76,1611-d42,0,3892.216131925583,TRUE,TRUE
G,76,1611-da2,0,3582.161802961491,TRUE,TRUE
G,76,1611-fc9,0,1498.9459825605154,TRUE,TRUE
G,76,1612-109,0,675.570428759791,TRUE,TRUE
G,76,1612-430,0,1146.3231748724356,TRUE,TRUE
G,76,1612-49e,0,363.07562073890585,TRUE,TRUE
G,76,1612-51e,0,129.84806900285184,TRUE,TRUE
G,76,1613-1ee3,0,1746.8826207835227,TRUE,TRUE
G,76,1613-3f6,8.754365249454157,0,FALSE,FALSE
G,76,1613-539,0,4426.705932680517,TRUE,TRUE
G,76,1677-107,0,16.672891756519675,TRUE,TRUE
G,76,1677-233,0,2419.4686279147863,TRUE,TRUE
G,76,1677-5b6,0,589.2955472171307,TRUE,TRUE
G,76,1677-67d,0,1109.2280032392591,TRUE,TRUE
G,76,1677-8d2,0,3795.9071498140693,TRUE,TRUE
G,76,1677-d87,0,367.66863325610757,TRUE,TRUE
G,76,1678-11a7,0,574.5826807375997,TRUE,TRUE
G,76,1678-120e,0,814.7371224639937,TRUE,TRUE
G,76,1678-15b0,0,411.3967964826152,TRUE,TRUE
G,76,1678-187a,0,4381.8125043697655,TRUE,TRUE
G,76,1678-1acb,0,133.08896883530542,TRUE,TRUE
G,76,1678-1b0d,9.932470249925908,0,FALSE,FALSE
G,76,1678-1c34,0,4163.7664797808975,TRUE,TRUE
G,76,1678-1f5b,0,521.2952662005555,TRUE,TRUE
G,76,1678-2030,0,1792.2653863355517,TRUE,TRUE
G,76,1678-222b,0,2844.8945368733257,TRUE,TRUE
G,76,1678-248c,0,679.0646930458024,TRUE,TRUE
G,76,1678-c15,1.1906370153149177,0,FALSE,FALSE
G,76,1678-d43,0,845.0657069459558,TRUE,TRUE
G,76,1678-e0c,0,113.26953501813114,TRUE,TRUE
G,76,1678-e75,0,1336.2515112599358,TRUE,TRUE
G,76,1678-fa8,0,689.4759901352227,TRUE,TRUE
G,76,1679-12c2,0.009215031236634821,0,TRUE,FALSE
G,76,1679-138d,0,2770.236713565886,TRUE,TRUE
G,76,1679-16b9,0,45.11790117295459,TRUE,TRUE
G,76,1679-171e,0,1452.8543655350804,TRUE,TRUE
G,76,1679-1783,7.483346404764836,0,FALSE,FALSE
G,76,1679-1c35,5.062495628690564,0,FALSE,FALSE
G,76,1679-1d62,0,2739.5824664551765,TRUE,TRUE
G,76,1679-1fc0,0,1420.2273563425988,TRUE,TRUE
G,76,1679-2026,0,73.00916204135865,TRUE,TRUE
G,76,1744-1255,5.004015504448148,0,FALSE,FALSE
G,76,1744-15d3,0,4989.431775342673,TRUE,TRUE
G,76,1744-15df,0,482.4207572261803,TRUE,TRUE
G,76,1744-175,0,2631.5074003115296,TRUE,TRUE
G,76,1744-182e,0,3549.8485385254025,TRUE,TRUE
G,76,1744-4fb,0,4704.8503811703995,TRUE,TRUE
G,76,1744-5c2,0,2157.223378635943,TRUE,TRUE
G,76,1744-5da,0,4625.02269821614,TRUE,TRUE
G,76,1744-6eb,0,200.23648731829599,TRUE,TRUE
G,76,1744-86d,0,94.42965994076803,TRUE,TRUE
G,76,1744-994,0,180.79672857001424,TRUE,TRUE
G,76,1744-ba4,0,1535.6391435768455,TRUE,TRUE
G,76,1744-e03,4.961240333668166,0,FALSE,FALSE
G,76,1744-e04,0,4412.206891651265,TRUE,TRUE
G,76,1745-268,0,3174.2957119233906,TRUE,TRUE
G,76,1745-76e,0,225.70506406389177,TRUE,TRUE
G,76,1745-c28,1.3029275275764332,0,FALSE,FALSE
G,77,1482-1b37,0,220.7983070956543,TRUE,TRUE
G,77,1482-1d37,9.344629701802676,0,FALSE,FALSE
G,77,1482-1df3,0.7646204586842038,0,FALSE,FALSE
G,77,1482-1ebe,0,2699.878956024535,TRUE,TRUE
G,77,1482-1f37,0,962.1129957921803,TRUE,TRUE
G,77,1482-1f88,0,2213.231042748317,TRUE,TRUE
G,77,1482-204b,0,374.9804779042024,TRUE,TRUE
G,77,1482-21bb,0,1072.9242653208785,TRUE,TRUE
G,77,1482-21f8,0,515.8318532360718,TRUE,TRUE
G,77,1482-22dd,0,575.1369012123905,TRUE,TRUE
G,77,1482-22fd,0.5183567615129302,0,FALSE,FALSE
G,77,1482-234a,0,254.1129114269279,TRUE,TRUE
G,77,1482-2360,0,2603.0019308030605,TRUE,TRUE
G,77,1482-23b6,0,1244.6605850541964,TRUE,TRUE
G,77,1482-2424,0,428.38264894508757,TRUE,TRUE
G,77,1482-2477,0,3963.114156521857,TRUE,TRUE
G,77,1482-24ac,0,2437.3884385302663,TRUE,TRUE
G,77,1482-2572,0,386.7141577140428,TRUE,TRUE
G,77,1482-2638,0,4168.389925401658,TRUE,TRUE
G,77,1482-2697,5.207559682535112,0,FALSE,FALSE
G,77,1482-26f9,0,1157.4680736907758,TRUE,TRUE
G,77,1546-1aea,0,3431.970551090315,TRUE,TRUE
G,77,1546-1da2,0,2443.9944489896297,TRUE,TRUE
G,77,1546-1f8f,0,1.184187318693148,TRUE,TRUE
G,77,1546-2112,0,4421.577325548977,TRUE,TRUE
G,77,1546-211c,0,83.24209751561284,TRUE,TRUE
G,77,1546-22a4,0,60.709886900149286,TRUE,TRUE
G,77,1546-22fe,0,29.38896655663848,TRUE,TRUE
G,77,1546-23d2,0,4325.752065334469,TRUE,TRUE
G,77,1547-11e6,0,695.5788559978828,TRUE,TRUE
G,77,1547-1568,0,560.6067362786271,TRUE,TRUE
G,77,1547-15b4,0,203.89578940649517,TRUE,TRUE
G,77,1547-1610,3.517026695088471,0,FALSE,FALSE
G,77,1547-172,0.7736418636246797,0,FALSE,FALSE
G,77,1547-1845,0,784.0511236442253,TRUE,TRUE
G,77,1547-186,0,670.5674781105481,TRUE,TRUE
G,77,1547-1a27,0,966.7869424568489,TRUE,TRUE
G,77,1547-1d41,0,2832.5879801716655,TRUE,TRUE
G,77,1547-1ece,0,3746.3560409303755,TRUE,TRUE
G,77,1547-1f32,0,17.69341126224026,TRUE,TRUE
G,77,1547-22b2,0,1762.3716125246137,TRUE,TRUE
G,77,1547-241,7.032549878026181,0,FALSE,FALSE
G,77,1547-243e,8.887295676676024,0,FALSE,FALSE
G,77,1547-31f,0,4586.969290389679,TRUE,TRUE
G,77,1547-4a4,0,1599.5028482833877,TRUE,TRUE
G,77,1547-6f7,0,3227.01903658174,TRUE,TRUE
G,77,1547-7b7,0,3110.531710616313,TRUE,TRUE
G,77,1547-80f,0,2126.405225586146,TRUE,TRUE
G,77,1547-e0b,2.703478999513104,0,FALSE,FALSE
G,77,1547-e0f,0,6.33318220169167,TRUE,TRUE
G,77,1548-1209,0,3051.5533900810406,TRUE,TRUE
G,77,1548-14bc,0,65.93212925433181,TRUE,TRUE
G,77,1548-300,0,3490.8968439511955,TRUE,TRUE
G,77,1548-4ea,3.965517779932087,0,FALSE,FALSE
G,77,1548-52e,0,1026.5106187807396,TRUE,TRUE
G,77,1548-662,0,2864.7027798444033,TRUE,TRUE
G,77,1548-78a,0,3031.160639923997,TRUE,TRUE
G,77,1548-8c4,0,1672.4756625788286,TRUE,TRUE
G,77,1548-90e,0,333.30403101444244,TRUE,TRUE
G,77,1548-a35,0,1604.9298259560019,TRUE,TRUE
G,77,1548-ae,0,904.5209970623255,TRUE,TRUE
G,77,1548-afa,0,718.8938654870726,TRUE,TRUE
G,77,1548-bbf,8.113200339560123,0,FALSE,FALSE
G,77,1548-d09,0,4145.50397124514,TRUE,TRUE
G,77,1548-dce,0,178.7816529290285,TRUE,TRUE
G,77,1548-fb8,0,4306.209519491531,TRUE,TRUE
G,77,1612-4fb,0,535.3241709475406,TRUE,TRUE
G,77,1612-503,4.838333162413699,0,FALSE,FALSE
G,77,1613-1255,0,3947.3425163403153,TRUE,TRUE
G,77,1613-12b8,9.918517405530514,0,FALSE,FALSE
G,77,1613-137e,0,708.8499368047342,TRUE,TRUE
G,77,1613-141b,0,783.7737790048122,TRUE,TRUE
G,77,1613-14e2,0,4167.576361097395,TRUE,TRUE
G,77,1613-175f,0,4067.998492317274,TRUE,TRUE
