"","gridID","presence","year","predictedValue"
"792","X12-440",1,"2016",NA
"793","X12-440",1,"2016",NA
"794","X12-440",1,"2016",NA
"795","X12-440",1,"2016",NA
"796","X12-440",1,"2016",NA
"797","X12-440",1,"2016",NA
"798","X12-440",1,"2016",NA
"799","X12-440",1,"2016",NA
"800","X12-440",1,"2016",NA
"801","X12-440",1,"2016",NA
"802","X12-440",1,"2016",NA
"803","X12-440",1,"2016",NA
"804","X12-440",1,"2016",NA
"805","X12-440",1,"2016",NA
"806","X12-440",1,"2016",NA
"807","X12-440",1,"2016",NA
"808","X12-440",1,"2016",NA
"809","X12-440",1,"2016",NA
"810","X12-440",1,"2016",1
"811","X12-440",1,"2016",1
"812","X12-440",1,"2016",1
"813","X12-440",1,"2016",0
"814","X12-440",1,"2016",0
"815","X12-440",1,"2016",0
"816","X12-440",1,"2016",1
"817","X12-440",1,"2016",0
"818","X12-440",1,"2016",1
"819","X12-440",1,"2016",1
"820","X12-440",1,"2016",0
"821","X12-440",1,"2016",0
"822","X12-440",1,"2016",1
"823","X12-440",1,"2016",1
"824","X12-440",1,"2016",0
"825","X12-440",1,"2016",0
"826","X12-440",1,"2016",1
"827","X12-440",1,"2016",1
"828","X12-440",1,"2016",0
"829","X12-440",1,"2016",1
"830","X12-440",1,"2016",1
"831","X12-440",1,"2016",1
"832","X12-440",1,"2016",1
"833","X12-440",1,"2016",0
"834","X12-440",1,"2016",0
"835","X12-440",1,"2016",0
"836","X12-440",1,"2016",1
"837","X12-440",1,"2016",1
"838","X12-440",1,"2016",0
"839","X12-440",1,"2016",1
"840","X12-440",1,"2016",1
"841","X12-440",1,"2016",1
"842","X12-440",1,"2016",1
"843","X12-440",1,"2016",1
"844","X12-440",1,"2016",1
"845","X12-440",1,"2016",1
"846","X12-440",1,"2016",0
"847","X12-440",1,"2016",1
"848","X12-440",1,"2016",1
"849","X12-440",1,"2016",1
"850","X12-440",1,"2016",0
"851","X12-440",1,"2016",0
"852","X12-440",1,"2016",1
"853","X12-440",1,"2016",1
"854","X12-440",1,"2016",1
"855","X12-440",1,"2016",1
"856","X12-440",1,"2016",1
"857","X12-440",1,"2016",1
"858","X12-440",1,"2016",1
"859","X12-440",1,"2016",1
"860","X12-440",0,"2016",0
"861","X12-440",0,"2016",0
"862","X12-440",0,"2016",0
"863","X12-440",0,"2016",0
"864","X12-440",0,"2016",0
